1	Могу ли я открыть отдельный счет по #275ФЗ#account_type# и что для этого нужно?		open_account
1	хочу открыть счет для #ип#client_type# у вас в банке что для этого требуется ?		open_account
0	"Скажите, пожалуйста, что нужно сделать, чтобы открыть #отдельный счет для онлайн-платежей#, чтобы можно было принимать #онлайн-платежи от физ лиц# через яндекс-деньги, бонусами сбербанка ""спасибо"" и др способами?"		open_account
1	#ИП#client_type# #резидент#resident#. #Удмуртская республика#region#, Малопургинский район ... Хочу открыть #расчетный счет#account_type# в отделении сбербанка		open_account
1	как зарезервировать #счет по гос.контракту#account_type#		open_account
1	подскажите где я могу найти информацию об открытии #валютного счета#currency#, стоимость обслуживания и можно ли это сделать из Бизнес онлайн. Спасибо.	cost_of_service	open_account
1	я недавно открыл #ИП#client_type#. хотелось бы открыть счет в вашем банке, для безналичного перевода. какие продукты Вы можете предложить?	cost_of_service	open_account
1	вопрос по документам при открытии счета: выписка егрюл и лист записи в каком  виде?  С сайта фнс устроит?	show_docs	open_account
1	Какие документы необходимы для открытия #расчетного счета#account_type#.  Нужна ли выписка из ЕГРЮЛ ?	show_docs	open_account
1	какие документы нужны для открытия счета для #ип#client_type#	show_docs	open_account
1	мне необходимо открыть #расчетный счет#account_type# на #ООО#client_type#. Какие необходимы #документы#?	show_docs	open_account
1	какие документы для открытия #валютного счета#currency# нужно предоставить в банк?	show_docs	open_account
0	"Наша организация - ТСЖ ""Грюнвальд"". Хотим открыть счета для зачисления на них денежных средств на #капитальный ремонт#account_type# от наших собственников помещений. Вопрос: Какие документы необходимы для открытия таких #расчетных счетов#account_type#?"	show_docs	open_account
0	Скажите, пожалуйста, какие документы нужны для открытия #счета для Товарищества собственников жилья#account_type#. #Спецсчет по капитальному ремонту#account_type# открыт у вас в банке	show_docs	open_account
1	При открытии счета выписку из ЕГРИП можно распечатать и предоставить с сайта ИФНС? или нужен оригинал?	show_docs	open_account
1	какие действия и документы необходимы для открытия #валютного счета (доллары США)#currency#? возможно ли открытие такого счета дистанционно, без посещения банка?	show_docs, online_reserving	open_account
1	подскажите, как нам можно открыть #валютные счета#currency#		open_account
1	Я хотела бы открыть #валютный счет#currency# #ИП#client_type#. Какие документы мне необходимо для этого иметь?	show_docs	open_account
1	Я хотел бы открыть #валютный#currency# #расчетный счет#account_type# в #евро#currency# онлайн.Это возможно?	online_reserving	open_account
1	подскажите пожалуйста где рядом с #метро Маяковская#client_metro# есть отделения где я могу открыть счёт на #юридическое лицо#client_type#		search_bank
0	как Выбрать отделение ?		search_bank
1	Да, есть еще вопрос об открытии отдельного счета по #гособоронзаказу#account_type#. Условия, стоимость открытия и обслуживания такого счета	cost_of_service	
1	сориентируете по стоимости ведения счета #ООО#account_type#?	cost_of_service	
1	какую сумму взимает сбер за ведение счета по #счёту для ТСЖ#account_type# в #Башкортостане#region#?	cost_of_service	
1	покажите, пожалуйста, расценки и тарифы за счет	cost_of_service	
1	какие у вас тарифы?	cost_of_service	
1	какие у вас есть доступные опции по счетам для #275ФЗ#account_type#?	cost_of_service	
1	сколько будет стоить завести счет по #гособоронзаказу#account_type#?	cost_of_service	
1	скажите какова стоимость счета и какие документы нужны для его открытия?	cost_of_service, show_docs	
1	Добрый вечер, можно ли открыть счет #в американской валюте#currency# онлайн и какие данные для этого нужны?	online_reserving, show_docs	
1	#ип#client_type# из #Ичкерии#region# меня интересует пакет документов для его открытия , и я пыталась скачать пакет документов который у вас на сайте но вместо текста мне открывается огромное количество не понятных символов	show_docs	
1	сколько стоит открытие и ведение счета в вашем банке для #ип#client_type#	cost_of_service	
1	Есть еще один вопрос. Открытие #валютного счета#currency#. возможно это сделать удаленно через сбербанк бизнес онлайн?		
1	Как в системе Сбербанк Бизнес Онлайн подать заявку на открытие #валютного счета#currency#?		
1	такой вопрос меня интересует. я могу с СБ бизнес онлайн открыть #валютный счет#currency#?		
